ppm,intensity
149.369472,0.00000014
149.345500,0.00000014
149.321529,0.00000014
149.297557,0.00000014
149.273585,0.00000014
149.249613,0.00000014
149.225641,0.00000014
149.201669,0.00000014
149.177697,0.00000014
149.153726,0.00000014
149.129754,0.00000014
149.105782,0.00000014
149.081810,0.00000014
149.057838,0.00000014
149.033866,0.00000014
149.009895,0.00000014
148.985923,0.00000014
148.961951,0.00000014
148.937979,0.00000014
148.914007,0.00000014
148.890035,0.00000014
148.866064,0.00000014
148.842092,0.00000014
148.818120,0.00000014
148.794148,0.00000014
148.770176,0.00000014
148.746204,0.00000015
148.722233,0.00000015
148.698261,0.00000015
148.674289,0.00000015
148.650317,0.00000015
148.626345,0.00000015
148.602373,0.00000015
148.578402,0.00000015
148.554430,0.00000015
148.530458,0.00000015
148.506486,0.00000015
148.482514,0.00000015
148.458542,0.00000015
148.434571,0.00000015
148.410599,0.00000015
148.386627,0.00000015
148.362655,0.00000015
148.338683,0.00000015
148.314711,0.00000015
148.290739,0.00000015
148.266768,0.00000015
148.242796,0.00000015
148.218824,0.00000015
148.194852,0.00000015
148.170880,0.00000015
148.146908,0.00000015
148.122937,0.00000015
148.098965,0.00000016
148.074993,0.00000016
148.051021,0.00000016
148.027049,0.00000016
148.003077,0.00000016
147.979106,0.00000016
147.955134,0.00000016
147.931162,0.00000016
147.907190,0.00000016
147.883218,0.00000016
147.859246,0.00000016
147.835275,0.00000016
147.811303,0.00000016
147.787331,0.00000016
147.763359,0.00000016
147.739387,0.00000016
147.715415,0.00000016
147.691444,0.00000016
147.667472,0.00000016
147.643500,0.00000016
147.619528,0.00000016
147.595556,0.00000016
147.571584,0.00000016
147.547613,0.00000016
147.523641,0.00000017
147.499669,0.00000017
147.475697,0.00000017
147.451725,0.00000017
147.427753,0.00000017
147.403781,0.00000017
147.379810,0.00000017
147.355838,0.00000017
147.331866,0.00000017
147.307894,0.00000017
147.283922,0.00000017
147.259950,0.00000017
147.235979,0.00000017
147.212007,0.00000017
147.188035,0.00000017
147.164063,0.00000017
147.140091,0.00000017
147.116119,0.00000017
147.092148,0.00000017
147.068176,0.00000017
147.044204,0.00000017
147.020232,0.00000017
146.996260,0.00000017
146.972288,0.00000018
146.948317,0.00000018
146.924345,0.00000018
146.900373,0.00000018
146.876401,0.00000018
146.852429,0.00000018
146.828457,0.00000018
146.804486,0.00000018
146.780514,0.00000018
146.756542,0.00000018
146.732570,0.00000018
146.708598,0.00000018
146.684626,0.00000018
146.660655,0.00000018
146.636683,0.00000018
146.612711,0.00000018
146.588739,0.00000018
146.564767,0.00000018
146.540795,0.00000018
146.516823,0.00000018
146.492852,0.00000019
146.468880,0.00000019
146.444908,0.00000019
146.420936,0.00000019
146.396964,0.00000019
146.372992,0.00000019
146.349021,0.00000019
146.325049,0.00000019
146.301077,0.00000019
146.277105,0.00000019
146.253133,0.00000019
146.229161,0.00000019
146.205190,0.00000019
146.181218,0.00000019
146.157246,0.00000019
146.133274,0.00000019
146.109302,0.00000019
146.085330,0.00000019
146.061359,0.00000019
146.037387,0.00000020
146.013415,0.00000020
145.989443,0.00000020
145.965471,0.00000020
145.941499,0.00000020
145.917528,0.00000020
145.893556,0.00000020
145.869584,0.00000020
145.845612,0.00000020
145.821640,0.00000020
145.797668,0.00000020
145.773697,0.00000020
145.749725,0.00000020
145.725753,0.00000020
145.701781,0.00000020
145.677809,0.00000020
145.653837,0.00000020
145.629865,0.00000021
145.605894,0.00000021
145.581922,0.00000021
145.557950,0.00000021
145.533978,0.00000021
145.510006,0.00000021
145.486034,0.00000021
145.462063,0.00000021
145.438091,0.00000021
145.414119,0.00000021
145.390147,0.00000021
145.366175,0.00000021
145.342203,0.00000021
145.318232,0.00000021
145.294260,0.00000021
145.270288,0.00000021
145.246316,0.00000021
145.222344,0.00000022
145.198372,0.00000022
145.174401,0.00000022
145.150429,0.00000022
145.126457,0.00000022
145.102485,0.00000022
145.078513,0.00000022
145.054541,0.00000022
145.030570,0.00000022
145.006598,0.00000022
144.982626,0.00000022
144.958654,0.00000022
144.934682,0.00000022
144.910710,0.00000022
144.886739,0.00000022
144.862767,0.00000023
144.838795,0.00000023
144.814823,0.00000023
144.790851,0.00000023
144.766879,0.00000023
144.742907,0.00000023
144.718936,0.00000023
144.694964,0.00000023
144.670992,0.00000023
144.647020,0.00000023
144.623048,0.00000023
144.599076,0.00000023
144.575105,0.00000023
144.551133,0.00000023
144.527161,0.00000024
144.503189,0.00000024
144.479217,0.00000024
144.455245,0.00000024
144.431274,0.00000024
144.407302,0.00000024
144.383330,0.00000024
144.359358,0.00000024
144.335386,0.00000024
144.311414,0.00000024
144.287443,0.00000024
144.263471,0.00000024
144.239499,0.00000024
144.215527,0.00000025
144.191555,0.00000025
144.167583,0.00000025
144.143612,0.00000025
144.119640,0.00000025
144.095668,0.00000025
144.071696,0.00000025
144.047724,0.00000025
144.023752,0.00000025
143.999781,0.00000025
143.975809,0.00000025
143.951837,0.00000025
143.927865,0.00000026
143.903893,0.00000026
143.879921,0.00000026
143.855949,0.00000026
143.831978,0.00000026
143.808006,0.00000026
143.784034,0.00000026
143.760062,0.00000026
143.736090,0.00000026
143.712118,0.00000026
143.688147,0.00000026
143.664175,0.00000026
143.640203,0.00000027
143.616231,0.00000027
143.592259,0.00000027
143.568287,0.00000027
143.544316,0.00000027
143.520344,0.00000027
143.496372,0.00000027
143.472400,0.00000027
143.448428,0.00000027
143.424456,0.00000027
143.400485,0.00000027
143.376513,0.00000028
143.352541,0.00000028
143.328569,0.00000028
143.304597,0.00000028
143.280625,0.00000028
143.256654,0.00000028
143.232682,0.00000028
143.208710,0.00000028
143.184738,0.00000028
143.160766,0.00000028
143.136794,0.00000028
143.112823,0.00000029
143.088851,0.00000029
143.064879,0.00000029
